rank,title,author,search_rating_info,url,rating,ratings_count,reviews_count,description,format,language,published
177,النبطي,Youssef Ziedan,"3.44 avg rating — 15,064 ratings",https://www.goodreads.com/book/show/9666241,3.44,"15,064 ratings","1,837 reviews",تدور أحداث الرواية فى العشرين سنة التي سبقت فتح مصر، ويظهر في بعض مشاهدها الفاتح عمرو بن العاص وزوجته ريطة (رائطة) والصحابي حاطب بن أبى بلتعة، إضافة إلى شخصيات خيالية يكشف من خلالها النص الروائي عن طبيعة الحياة والإنسان والاتجاهات الدينية التي كانت سائدةً في المنطقة الممتدة من دلتا النيل إلى شمال الجزيرة العربية، في الوقت الذي ظهر فيه الإسلام وانتشر شرقاً وغرباً.,"381 pages, Paperback",Arabic,"January 1, 2010"
178,طبائع الاستبداد ومصارع الاستعباد,Abd al-Rahman al-Kawakibi,"4.19 avg rating — 10,670 ratings",https://www.goodreads.com/book/show/2312458._,4.19,"10,670 ratings","1,817 reviews",هذا بحث كتبه عبد الرحمن الكواكبي في موضوع الاستبداد مستعرضاً طبائعه وما ينطوي عليه من سلبيات تؤدي إلى خوف المستبد وإلى الاستيلاء الجبن على رغبته إلى جانب انعكاسات الاستبداد على جميع مناحي الحياة الإنسانية بما فيه الدين والعلم والمجد والمال والأخلاق والترقي والتربية والعمران ومن خلال التساؤلات يشرح من هم أعوان المستبد وهل يمكن أن يتحمل الإنسان ذلك الاستبداد وبالتالي كيف يكون الخلاص منه وها هو البديل عنه.,"157 pages, Paperback",Arabic,"January 1, 1902"
179,مشاغب,أحمد جمال الدين رمضان,"4.41 avg rating — 1,110 ratings",https://www.goodreads.com/book/show/196930486,4.41,"1,110 ratings",318 reviews,مجموعة قصصية متنوعة تجمع ما بين القصة الساخرة، الاجتماعية، الرعب، وحتى القصص المبنية على أحداث حقيقية,"144 pages, Paperback",Arabic,"January 1, 2024"
180,أحببتك أكثر مما ينبغي,أثير عبدالله النشمي,"3.55 avg rating — 54,937 ratings",https://www.goodreads.com/book/show/7119070,3.55,"54,937 ratings","5,721 reviews","""أجلس اليوم إلى جوارك، أندب أحلامي الحمقى.. غارقة في حبي لك ولا قدرة لي على انتشال بقايا أحلامي من بين حطامك..""، ""أحببتك أكثر مما ينبغي، وأحببتني أقل مما أستحق!"" تبدأ الكاتبة السعودية روايتها بنفس المقطع الذي تنتهي به، لتروي بينهما قصة ""جمانة"" و""عزيز"" التي ""لن تنتهي!"". تبوح المرأة بتفاصيل مشاعرها تجاه الرجل الذي تحب، والأهم أنها تحاول التعبير عن حالتها الذهنية في تناقضها الحتمي مع حالة الحب الذي تكنّ. فالشرخ الذي يولّد عذابات جمة لا دواء لها، لا بد قائم بين عقلها وقوة مشاعرها، وعطائها الذي لا حدود له للمحبوب: ""كنت على استعداد لأن أصغر فتكبر..لأن أفشل لتنجح، لأن أخبو لتلمع..""، ونوعية حبها الذي لا يقدره بل يتجاهله أو يقوم باستغلاله لصالح أهداف أقل أهمية منه بكثير، وأقل قيمة. ""ما زلت لا أدرك، لا أدرك كيف يتلاعب رجل بامرأة تحبه من دون أن يخاف للحظة مما يفعله نحوها!"" في كل مرة و""بعد كل خيبة أمل.. بعد كل محنة وكل نزوة.. كنت أحاول لملمة أجزائي لنفتح مجدداً صفحة بيضاء أخرى..""، لكن ""البدايات الجديدة ما هي إلا كذبة"". تستعيد الكاتبة ذكرياتها معه منذ البداية في مقهى خارج الوطن الذي غادرته للدراسة: ""الوطن الذي لو لم أغادره لما حدث كل هذا.. أتكون أنت عقابي على مغادرة وطن أحبني!..""، وفكرة العقاب والثواب التي يسخر منها عزيز، تؤمن هي بها: ""مؤمنة أنا بيوم الحساب أكثر من أي شيء،"" لأنها تأمل عبرها أن ينال عزيز عقابه على ما اقترفه بحقها. قالت لهما العجوز الهندية غريبة الأطوار، دون سابق معرفة: ""هي متعبة منك..منك فقط..وأنت متعب من كل شيء..""، وقالت لها ""هيفاء"" صديقتها الكويتية التي تتخاصم دائما وعزيز، بأنه لا يستحقها، وتقول جمانة له اليوم ""حبي لك كان أعمى يا عزيز..وأن هيفاء رأت فيك ما لم أره..""، رأت الكذب المتسلسل والخيانة والإنكار الذي يشكك الآخر بنفسه وبعقله وإحساسه، وهي صفات تتجاهلها المرأة التي تحب رجلاً يحبها لكنه غير قادر على الالتزام بها. قال لها بصراحة: ""اسمعي.. أنا رجل لعوب.. أشرب وأعربد وأعاشر النساء.. لكنني أعود إليك في كل مرة..""، وكانت تتحمل الأذى: ""تؤذينني عمداً وكأنك تفرغ في نفسي أحقادك وأوجاعك وأمراضك، تؤذيني عمداً باسم الحبّ.."". وهي بالرغم من كل الحقائق والوقائع تعترف: ""لم أبكِ بحرقة إلا بسببك ولم أضحك من أعماقي إلا معك.. أليست بمعادلة صعبة..؟ يحلل لها زياد صديقهما المشترك الوضع: ""أحببته لدرجة أخافته!.. لم يكن قادراً على ضمك لقائمة نسائه ولم يتمكن من الابتعاد عنك.. أحبك لدرجة أنه كان يخشى عليك من نفسه.. كما كان يخشى منك في الوقت ذاته.."" كيف يلتقيان، وهو يؤمن بأن الغاية تبرر الوسيلة، وهي تؤمن ""بأن الوسيلة أحياناً أهم من الغاية!""؟ ""قلت لي يوماً بأن حكايات الحبّ الشرقية غالباً ما تنتهي بمأساة. واليوم أعرف بأنك كنت محقاً في هذا.."" تنقل الرواية بصدق عميق ما يدور في أعماق المرأة في حالة حب،ّ من أحاسيس وأفكار وتناقضات، إذ تظن أن الخيار الصعب إلى أقسى مداه يكمن في الحفاظ على مشاعر الحبّ الجياشة واستمرارها، على حساب التنكّر للذات الواعية والمدركة لتلاعب الطرف الآخر بها، لكنها بأي حال، وحتى في حال دفع الحساب، لن تحصل على مبتغاها.","326 pages, Paperback",Arabic,"January 1, 2009"
181,السكان الأصليين لمصر,Belal Fadl,"3.76 avg rating — 3,231 ratings",https://www.goodreads.com/book/show/6136499,3.76,"3,231 ratings",291 reviews,مشكلتي الثانية هى أنني أشعر بأكلان فظيع في ضهري، لا أدري هل سببه الحشرات التي يقسم زملائي أنها أقدم في المستشفى من بهيرة كبيرة الممرضات، أم سببه رقودي على السرير على وضع واحد كل هذا الوقت، مع أن التغيير سنة الحياة، نبهني عم عبد البديع إلى التباس الجملة الأخيرة وكونها يمكن أن تسوء موقفي في القضية، لكني أقسم لسيادتك أني لا أقصد منها شيء سوى أني فعلا أريد أن أمارس حقي الدستوري في الهرش وتغيير وضع رقودي على السرير، فانا لست دولة تستحمل أن تعيش ربع قرن على وضع واحد دون أن تغيير، أنا بشر ضعيف خلقت من تراب وسففت التراب ويلزمني بين الحين والآخر أن أتقلب على الجنبين، فهل هذا كثير علي سيادتك؟! المؤلف,309 pages,Arabic,"January 1, 2009"
182,طفيليات,أحمد جمال الدين رمضان,"4.41 avg rating — 1,133 ratings",https://www.goodreads.com/book/show/196924969,4.41,"1,133 ratings",327 reviews,مجموعة قصصية متنوعة تجمع ما بين القصة الساخرة، الاجتماعية، الرعب، وحتى القصص المبنية على أحداث حقيقية,"140 pages, Paperback",Arabic,"August 1, 2023"
183,ثرثرة فوق النيل,Naguib Mahfouz,"3.74 avg rating — 10,737 ratings",https://www.goodreads.com/book/show/6122468,3.74,"10,737 ratings","1,362 reviews",لم يُبدع الإنسان ما هو أصدق من المهزلة.,"161 pages, Paperback",Arabic,"January 1, 1966"
184,ميرامار,Naguib Mahfouz,"3.82 avg rating — 8,224 ratings",https://www.goodreads.com/book/show/3495961,3.82,"8,224 ratings",895 reviews,فى بنسيون ميرامار بجوار محطة الرمل بالإسكندرية - وفى الستينات بكل صراعاتها الفكرية والسياسية والإجتماعية- تلتقى مجموعة من الشخصيات المتنافرة المتصارعة . وفى المركز من كل ذلك تبدو زهرة الريفية النقية الطموحة. فهل يفوز بها أحد ؟ يحكى نجيب محفوظ هذه الحكاية عن طريق أربع شخصيات من سكان البنسيون من أربع وجهات نظر. إنها رباعية الإسكندرية الجديدة,"284 pages, Paperback",Arabic,"January 1, 1967"
185,عصفور من الشرق,Tawfiq Al-Hakim,"3.72 avg rating — 4,880 ratings",https://www.goodreads.com/book/show/2392599._,3.72,"4,880 ratings",615 reviews,عصفور من الشرق، رواية من تأليف الكاتب توفيق الحكيم صدرت عام 1938 ترجمت ونشر بالفرنسية عام 1946 طبعة أولى، ونشر طبعة ثانية في باريس عام 1960.,"144 pages, Paperback",Arabic,"January 1, 1938"
186,العبرات,مصطفى لطفي المنفلوطي,"3.93 avg rating — 11,586 ratings",https://www.goodreads.com/book/show/3852939,3.93,"11,586 ratings","1,653 reviews",هذا الكتاب عبارة عن مجموعة قصص درسها وقدمها: الدكتور رياض قاسم رئيس قسم اللغة العربية وآدابها من الجامعة اللبنانية الفرع الرابع. عبّر المنفلوطي في هذا الكتاب عمّا يجيش في مجتمعه من مشكلات انقسم حولها الرأي بين مؤيد ورافض، كمسألة الحجاب، ومسألة محاكاة المتفرنجين، وما ساد المجتمع من مفاسد خلّفها التفاوت الطبقي والإستعمار الأجنبي. وعبّر عما يجيش في نفوس الشباب من أشواق وأحزان وآلام، وكانت قصصه بمضمونها قطرات من الدمع يسكبها بين أيدي القرّاء. وفي مقدمة العبرات يصور ذلك بقوله: الأشقياء في الدنيا كثر، وليس في استطاعة بائس مثلي أن يمحو بؤسهم وشقائهم، فلا أقل من أن أسكب بين أيديهم هذه العبرات، علّهم يجدون في بكائي تعزية وسلوى. وفي كل ما كتب جاءت كتابات المنفلوطي إرشاد للناشئة وللقرّاء جميعاً، وتوجيه غير مباشر إلى التحلي بالفضائل الإنسانية والأخلاق الحميدة، وهو جانب مهم كثيراً مانراه في أدب المنفلوطي.,,,
187,خريف الغضب: قصة بداية ونهاية عصر أنور السادات,Mohamed Heikal,"3.63 avg rating — 2,072 ratings",https://www.goodreads.com/book/show/5649581,3.63,"2,072 ratings",185 reviews,"أتمنى أن يكون واضحا أن موضوع ""خريف الغضب"" كان - كما هو ظاهر من كل صفحة فيه - محاولة لشرح الأسباب التى أدت إلى اغتيال الرئيس السادات وبالتالى فهو ليس سيرة لحياته ولا لدوره السياسى ولو قصدته كسيرة لرجل لاختلف تناولى للموضوع . كان السؤال المحدد الذى حاول الإجابة عليه هو : "" لماذا جاءت النهاية على هذا النحو؟"" واختصرت المراحل كلها إلى موضوعى وأخذت من المراحل ما كان لازما للموضوع وإلا اختلفت السعى عن القصد .","476 pages, Paperback",Arabic,"January 1, 1982"
188,صالة أورفانيللي,Ashraf El-Ashmawi,"4.09 avg rating — 4,124 ratings",https://www.goodreads.com/book/show/108658337,4.09,"4,124 ratings",673 reviews,لكل قصة بداية وحكاية ونهاية ، وحياة كل إنسان رواية هو بطلها ومن خلالها يتشكل العالم من حولنا. ببناء مدهش يقدم أشرف العشماوي أحدث رواياته، قصص أبطاله الثلاثة تحكي حياتهم لكنها تشكل فصول الحكاية الأكبر، حكاية صالة المزاد التي يقتحم بها المؤلف عالمًا روائيًا جديدًا، كاشفاً خباياه وكواليسه وطرق الخداع التي تُجرى فيه، ودور يهود مصر في السيطرة عليه منذ العهد الملكي حتى السبعينيات . تتشابك خيوط حكايات الأبطال وتتعقد علاقاتهم الإنسانية، ليجذب العشماوي أطرافها بسلاسة فتنساب لتحكي أدق تفاصيل النفوس وتصطدم بصراعات تُفضي لجرائم ، وعندما تقترب الخيوط من نهاياتها ومع دَقة المزاد الثالثة الشهيرة التي تعلن موت رغبة وميلاد أخرى تتفجر المفاجآت لتتسع أذهاننا لتساؤلات بقدر ما تتفتح أعيننا على حقائق .. هل حياتنا تشبه المزاد؟ وماذا يتبقى من إنسانيتنا لو أصبح كل منا قطعة معروضة في صالة مزادات ينتظر دوره؟,"424 pages, Paperback",Arabic,"January 3, 2021"
189,قصص الأنبياء,Ibn Kathir,"4.50 avg rating — 6,601 ratings",https://www.goodreads.com/book/show/2939484,4.50,"6,601 ratings",320 reviews,"قصص الأنبياء في القرآن الكريم هي قصص لصفوة الخلق وخيرتهم على الإطلاق، فهم هداة العالمين ورحمة الله للناس أجمعين، وما كان الله قص ما قص من قصص في قرآن الكريم للتسلية والتلهي، وإنما جاء عظة وعبرة لأولي الألباب، وجاء يثير في النفس التأمل والتفكر في سنن الحياة وقواعد الاجتماع البشري وسيرة الناس عبر الزمان والمكان. وإن كان ربنا، تبارك وتعالى، أنعم علينا بنعمة قصص طائفة من حكايات الأنبياء وأقوامهم فإنه يلفت النظر إلى أن المهم في تاريخ هؤلاء العظماء أ نقف عند حد العظة والعبرة. ولقد تمثل المفسر الحافظ ابن كثير منهجاً علمياً بديعاً في عرض هذا القصص القرآني، حاول فيه الابتعاد عن خرافات الإسرائيليات وخزعبلات القصاص وأكاذيب بعض المؤرخين. ويمكن تحديد معالم هذا المنهج على النحو التالي: أولاً التزامه بإيراد كل ما يتعلق بالنبي صاحب القصة من كتاب الله تعالى، وأخبار القرآن في هذا السياق هي الأخبار المجزوم يصدقها على وجه اليقين من دون تردد. ولم يكتف المؤلف بذلك بل وقف مع الآيات محللاً لها، مفسراً لمعانيها، متعمقاً في مغازيها، وهو المفسر الواعي بدقائق التفسير. ثانياً عنايته عناية كبيرة بالأخبار والآثار المروية بشأن هؤلاء الأنبياء على عدة مستويات، فالأحاديث يعنى بعزوها إلى مصادرها، منبهاً على صحيحها وسقيمها في كثير من الأحيان، والإسرائيليات إذا وردت في النص، فإنه يرويها في حذر المحدث الواعي بالمرويات، مبيناً الغث منها وما يمكن أن يكون في إطار المقبول، والآثار يتتبع ما يلقي على النص شيئاً من الضوء لإيضاح غامض أو توضيح مبهم. ثالثاً العناية باللغة إلى حد معقول فيفسر ما نبا من مفردات، ويشرح ما ثقل فهمه من نصوص، وهو يحمل في ذهنه عقلية لغوية بليغة. رابعاً بالإضافة إلى ذلك كله التسلسل المنهجي المنطلق مع الأحداث، مع شيء من الاستطراد المقبول بهدف استخراج العظة والوقوف مع فائدة هنا، أو شاردة هناك. وكتاب قصص الأنبياء الذي هو بين يدي القارئ هو جزء من كتاب ابن كثير ""البداية والنهاية""، انتزعه كل طبع الكتاب مستقلاً منه، فليس هو مصنفاً مستقلاً في أصل تأليف ووضعه. ولأهميته تمّ الاعتناء به على هذا النحو: أولاً: العناية بإخراج النص إخراجاً صحيحاً بعيداً عن الأخطاء ما أمكن ذلك، ثانياً: تخريج الآيات القرآنية، مع استعراض غريب المفردات التي توجد في الآيات، ثالثاً: تخريج المرويات المتعددة، رابعاً: شرح المفردات الغريبة في النص كله تيسيراً للفهم وتحقيقاً لهدف تبسيط النص، خامساً: وضع عناوين جانبية لكل فكرة جديدة، ليسهل على القارئ متابعة تسلسل الأحداث والاستفادة بما في الكتاب من فوائد علمية متنوعة.","682 pages, Hardcover",Arabic,"Published January 1, 2000"
190,اللاهوت العربي وأصول العنف الديني,Youssef Ziedan,"3.90 avg rating — 8,257 ratings",https://www.goodreads.com/book/show/7316340,3.90,"8,257 ratings","1,028 reviews","This book in Arabic Language, Very rare to find on AMazon, the only one left .","226 pages, Paperback",Arabic,"December 1, 2009"
191,حكومة الظل,Monther Alkabbani,"3.96 avg rating — 10,563 ratings",https://www.goodreads.com/book/show/3331793,3.96,"10,563 ratings","1,448 reviews",من ويكيبيديا: رواية من تأليف الروائي السعودي منذر القباني صدرت طبعتها الأولى عن مركز الراية في 2006 و الطبعة الثانية عن الدار العربية للعلوم في 2007 الرواية منذ ظهورها لفتت الأنظار إليها من قبل القراء و أصبحت حديث المنتديات قبل أن يلتفت إليها الإعلام. إعتبر بعض النقاد رواية حكومة الظل بمثابة المولد الحقيقي لرواية التشويق و الإثارة في العالم العربي و البعض الآخر شبهها برواية شيفرة دا فينشي لدان براون بل أن بعض المنتديات أطلقت على مؤلفها لقب دان براون العرب . موضوع الرواية الرواية تدور أحداثها عبر زمنين، عام 1908 في أواخر عهد السلطان عبد الحميد الثاني، و في الحاضر عبر رجل أعمال سعودي يمر بحادث غامض أثناء زيارة عمل خارج السعودية. أحداث الرواية تتنقل ما بين الحاضر و الماضي لتكشف للقارئ ما وراء غموض أحداث الرواية في إطار مزيج ما بين الإثارة و التشويق مع إسقاطات على وضع العالم العربي اليوم. رواية رائعة جمعت المتناقضات في الوصف ، فهي :واقعية خيالية ، تاريخية معاصرة .. يجذبك الكاتب فيها بين ثلاثة مشاهد متباينة في الأماكن والعصور .. كل منها ليس له ارتباط بالآخر ، إلى آخر الرواية بعد أن تجتمع الخيوط ، يتبين لك المقصود بعد أن سافرت تجوب العالم وتتنقل في التاريخ .. الرواية تبين شيء من أطراف الماسونية وأنشطتها ونشأتها .. تجمع بين الواقع والخيال بطريقة جذابة .,"173 pages, Paperback",Arabic,"January 1, 2006"
192,خالتي صفية والدير,Bahaa Taher,"3.92 avg rating — 6,699 ratings",https://www.goodreads.com/book/show/3110969,3.92,"6,699 ratings",917 reviews,رائعة بهاء طاهر الممتعة خالتي صفية والدير والتي تدور في صعيد مصر من خلال قصة حب مثيرة وانتقام مدمر، فصفية الفتاة الجميلة تعشق حربي الشاب القوى والوسيم، ولكن حربي لا يشعر بحبها بل يتوسط في زواجها من الباشا. فلا تغفر صفية له ذلك وتقرر الانتقام. صدرت هذه الرواية عام 1991 وحققت نجاحا نقديا وجماهيريًا كبيرًا فطبعت عدة مرات وترجمت وتحولت إلى مسلسل تليفزيوني ومسرحية,"141 pages, Paperback",Arabic,"January 1, 1991"
193,ذات,Sonallah Ibrahim,"3.56 avg rating — 5,545 ratings",https://www.goodreads.com/book/show/3490300,3.56,"5,545 ratings",768 reviews,"""ذات"" شخصية الروائي صنع الله إبراهيم المحورية والتي انبعثت من زحمة الحياة لتبعث خياله وتغذي فكره بألف صورة وصورة... هي من الواقع... ولكنها تسري في الأحداث الروائية... فيكون لواقع تواجدها ألف معنى ومعنى... ""ذات"" هي الرمز الذي حاول صنع الله إبراهيم من خلاله أن يصور المجتمع المصري الذي يموج بقيم ومعتقدات تتحكم بفكره وبحياته... مجتمع ينوء مواطنه بأحمال الظروف الاقتصادية والاجتماعية والسياسية، وهذه يورد وقائعها منقولة عن الصحف المصرية الحكومية منها والمعارضة ليعكس الجو الإعلامي العام الذي أحاط بمصائر شخصياته وأثر فيهم... في ""ذات"" يتداخل الخيال والواقع... الرمز والحقيقة ليجسد أبعاداً إنسانية عبّر عنها صنع الله إبراهيم بأسلوب يُقَرِّب ""ذات"" من كل ذات... فهي الحقيقة المتوارية خلف الذات","352 pages, Paperback",Arabic,"January 1, 1992"
194,ترانيم في ظل تمارا,Mohammed Afifi,"4.01 avg rating — 4,778 ratings",https://www.goodreads.com/book/show/3614388,4.01,"4,778 ratings","1,038 reviews","آخر ما كتب الأديب محمد عفيفي.. وقد تناول مشاهد عديدة في ظل شجرته ""تمارا""، وبوجود شخصيات حيوانية كالقط والضفدع والفراشة","160 pages, Paperback",Arabic,"January 1, 1984"
195,الزيني بركات,Gamal al-Ghitani,"3.86 avg rating — 3,843 ratings",https://www.goodreads.com/book/show/5663369,3.86,"3,843 ratings",460 reviews,"تعد رواية"" الزيني بركات لجمال الغيطاني من الروايات البارزة في الروايات العربية التي عالجت ظاهرة القمع والخوف واتكأت على أسبابها وبينت مظاهرها المرعبة في الحياة العربية، فالغيطاني حين يحاصره الراهن بقمعه واستبداده وقهره، حين يمارس أقسى أشكال العنف والرعب والقهر في السجن المعاصر يعود بنا مستنطقاً تاريخ ابن إياس بدائع الزهور ليجد صورة مرعبة لكبير البصاصين الشهاب الأعظم زكريا بن راضي ووالي الحسبة الزيني بركات ويكفي أن نقرأ عن تعذيب التاجر علي أبي الجود وتدرج الزيني في التفنن بتعذيبه ليحصل من على المال، والأدهى أن وسيلة إرغامه على الإقرار كانت بتعذيب الفلاحين أمامه عذاباً منكراً بغية إخافته وترويعه،على مدى سبعة أيام منها تعذيب فلاح أمام عينيه:"" أظهروا حدوتين محميتين لونهما أحمر لشدة سخونتهما، بدأ يدقهما في كعب الفلاح المذعور، نفذ صراخ الفلاح إلى ضلوع علي، وكلما حاول إغلاق عينه يصفعه عثمان بقطعة جلد على قفاه."" وفي اليوم الرابع والخامس "" ذبح ثلاثة من الفلاحين المنسيين، أسندت رقابهم إلى صدر علي بن أبي الجود والزيني يدخل ويخرج محموماً مغتاظاً يسأل"" ألم يقر بعد؟"" لا يجيب أحد. يضرب الحجر بيديه."" يسقط هذه الصورة على الحاضر بل يسقط الحاضر عليها فيبني منها ما هو أقل إيلاماً من الحاضر فقدمت لنا نماذج مرعبة ولكنها مشوهة منخورة في الوقت نفسه لأنها من وجهة نظر الرواية فيما أحسب لا تتسلح بقيم تجعلها قادرة على مواجهة التغيرات المحتملة. وقال عنها الغيطاني جاءت (( الزيني بركات)) نتيجة لعوامل عديدة. أهمها في تقديري, تجربة معاناة القهر البوليسي في مصر خلال الستينيات. كانت هناك تجربة ضخمة تهدف إلى تحقيق العدالة الاجتماعية. تهدف إلى تحقيق أحلام البسطاء. يقودها زعيم كبير هو جمال عبد الناصر. ولكن كان مقتل هذه التجربة في رأيي, هو الأسلوب الذي تعاملت به مع الديمقراطية. وأحيانا كنا نحجم عن الحديث بهذا الشكل لأن هذه التجربة بعد انتهائها, تعرضت وما تزال تتعرض لهجوم حاد من خصوم العدالة الاجتماعية, ومن خصوم إتاحة الفرص أمام الفقراء. ولكن أنا أتصور أن الشهادة يجب أن تكون دقيقة الآن, خاصة وأن جيلنا, جيل الستينات الذي ننتمي إليه أنا والأستاذ البساطي قد بدأ يدنو من مراحله الأخيرة. لذا يجب أن نترك كلمة حق حتى لا تتكرر تلك الأخطاء. عانينا من الرقابة في الستينيات. وأسلوب التعامل البوليسي. وأتصور أن هذا كان أحد أسباب علاقتي القوية بالتاريخ. كنت مهموما بالبحث في تاريخ مصر, وبقراءة هذا التاريخ خاصة الفترة المملوكية, التي وجدت تشابها كبيرا بين تفاصيلها وبين الزمن الراهن الذي نعيش فيه. وأنا عندما أقول الفترة المملوكية, أعني الفترة المملوكية التي كانت مصر فيها سلطنة مستقلة تحمي البحرين والحرمين. وقد انتهت هذه السلطنة في عام 1517 بهزيمة عسكرية كبيرة في مرج دابق شمال حلب. وعندما طالعت مراجع شهود العيان الذين عاشوا هذه الفترة, ذهلت من تشابه الظرف بين هزيمة 67 والأسباب التي أدت إليها وبين هزيمة القرن السادس عشر. وأوصلني هذا فيما بعد, إلى ما يمكن أن يسمى باكتشاف وحدة التجربة الإنسانية في مراحل كثيرة من التاريخ حتى وإن بعدت المسافة. على سبيل المثال : الألم الإنساني واحد. فالشعور بالحزن هو نفسه الذي كان يعبر عنه المصري القديم أو البابلي القديم. ومصر نتيجة لاستمرارية تاريخها وعدم انقطاعه تتشابه فيها الظروف من فترة إلى أخرى. سياحتي في التاريخ استقرت في العصر المملوكي. وكنت مهموما بهاجس الرقابة وهاجس المطاردة قبل أن أدخل المعتقل إلى درجة أنني كتبت عددا من القصص القصيرة عن السجن, نشرت منها قصة ؛رسالة فتاة من الشمال« في مجلة الآداب في يوليو 1964, وقصة أخرى اسمها ؛القلعة« في مجلة الأديب اللبنانية أيضا عام 1964. وكتبت رواية كاملة عن فكرة المطاردة وظروف المطاردة, ف ق د ت عندما اعتقلت في عام 1966. والغريب أنني عندما دخلت المعتقل لم أفاجأ بالتفاصيل. فقد كنت أسمعها من زملائي الذين سبقوني في تلك التجربة. ولكن عندما خرجت قبل وقوع الهزيمة بشهرين عام 1967 مع زملائي, الذين يمثلون جيل الستينيات من الكتاب — فأكبر كتاب الستينيات كانوا في هذه الحبسة –, كتبت قصة اسمها »هداية أهل الورى لبعض ما جرى في المقشرة« وقد افترضت فيها أنني عثرت على مذكرات آمر سجن المقشرة. وهو من السجون الشديدة البشاعة في العصر المملوكي. وكنت قد وصلت بعض قراءة طويلة — بل لا أقول قراءة ولكن معايشة — لابن إياس وابن زمبل الرمال والمقريزي وابن تغري بردي إلى اكتشاف بلاغة جديدة, لم يكن الأدب العربي يتعامل معها. بلاغة يمكن الآن أن أقول إنها بلاغة مصرية, تجمع ما بين الفصحى وخلفية العامية المصرية في التراكيب اللغوية. وهذه نجدها عند المؤرخين وليس عند الأدباء. عند المقريزي وابن إياس ثم الجبرتي فيما بعد. وربما يرجع ذلك إلى أنهم كانوا يكتبون الأحداث بسرعة, فلا يتأنقون ولا يغوصون في أساليب البلاغة المستقرة من زمن قديم. هذه البلاغة شعرت أنها تمسك بالواقع أكثر من الأساليب السردية السائدة.","287 pages, Paperback",Arabic,"January 1, 1974"
196,السلطان الحائر,Tawfiq Al-Hakim,"3.95 avg rating — 2,388 ratings",https://www.goodreads.com/book/show/4606489,,,,,,,
197,أسطورة إيجور (ما وراء الطبيعة، #24),Ahmed Khaled Towfik,"3.99 avg rating — 4,293 ratings",https://www.goodreads.com/book/show/6006822,3.99,"4,293 ratings",223 reviews,إن (إيجور) يجيد الاختراق .. (إيجور) يسمعهم يفكرون .. (إيجور) يعرف نوياهم .. (إيجور) يعرف كيف يجتاز ردهات العقل البشرى المعقدة دون أن يضل طريقه .. من هو (إيجور)؟ .. كيف صار هذا الشخص المخيف؟,"112 pages, Paperback",Arabic,"November 1, 2001"
198,ساق البامبو,Saud Alsanousi,"4.21 avg rating — 60,362 ratings",https://www.goodreads.com/book/show/13637412,4.21,"60,362 ratings","9,289 reviews",لماذا كان جلوسي تحت الشجرة يزعج أمي؟ أتراها كانت تخشى أن تنبت لي جذور تضرب في عمق الأرض ما يجعل عودتي إلى بلاد أبي أمراً مستحيلاً؟..ربما، ولكن، حتى الجذور لا تعني شيئاً أحياناً. لو كنت مثل نبتة البامبو.. لا انتماء لها.. نقتطع جزءاً من ساقها.. نغرسه، بلا جذور، في أي أرض.. لا يلبث الساق طويلاً حتى تنبت له جذور جديدة.. تنمو من جديد.. في أرض جديدة.. بلا ماض.. بلا ذاكرة.. لا يلتفت إلى اختلاف الناس حول تسميته.. كاوايان في الفلبين.. خيزران في الكويت.. أو بامبو في أماكن أخرى.,"401 pages, Paperback",Arabic,"Published May 1, 2012"
199,قرية ظالمة,M. Kamel Hussein,"3.94 avg rating — 4,669 ratings",https://www.goodreads.com/book/show/2544247._,3.94,"4,669 ratings",879 reviews,تُعدّ «قرية ظالمة» من أجمل ما كتب د.محمد كامل حسين، بل يراها البعض أجمل ما كُتِب عن الأيام الأخيرة للسيد المسيح. تناول المؤلف فى هذه القصة بأسلوب راق وسرد شائق مشكلات الإنسان النفسية والفكرية والاجتماعية المزمنة. وقد ترجمت إلى لغات عديدة كالإنجليزية والفرنسية والإسبانية والهولندية والتركية، واستحق من أجلها جائزة الدولة فى الأدب عام 1957. كان د.محمد كامل حسين (1901-1977) جراحًا بارعًا وأستاذًا نابها، تفوق فى الطب فكان يُعَدّ رائد طب العظام فى مصر، ونال جائزة الدولة فى العلوم عام 1967، فأصبح بذلك أول مصرى يحوز جائزتى الأدب والعلوم. وله عدة كتب تتناول اللغة العربية والأدب والنقد والطب والعلوم، ومن أهمها «الوادى المقدس» (دار الشروق، 2007) «وقوم لا يتطهرون» (دار الشروق، 2004) «والذكر الحكيم» و«اللغة العربية المعاصرة» و«التحليل البيولوچى للتاريخ» و«وحدة المعرفة»,"259 pages, Paperback",Arabic,"January 1, 1954"
